Nombre_Empresa_clean,Fecha,pasajeros
AIR ARUBA,1994-07-01,2122
AEROPERU,1994-08-01,858
CHALLENGE,1994-05-01,0
VERTICAL DE AVIACION,1994-05-01,6287
TRANSORIENTE,1994-03-01,571
AEROCAR,1994-10-01,0
APSA,1995-05-01,6026
CENTRAL CHARTER,1995-02-01,156
SAETA,1995-01-01,6006
ZULIANA DE AVIACION C.A.,1995-08-01,4016
ALLAS S.A.S,1995-04-01,50
AVIACION DEL SUR,1995-01-01,86
SALLA,1995-10-01,11
AMERICAN,1996-10-01,27910
MEXICANA,1996-12-01,2604
SELVA,1996-10-01,0
VARIG,1996-10-01,2143
CHALLENGE,1996-01-01,0
HELISERVICE,1996-05-01,180
SEARCA S.A.,1996-03-01,488
ECUATORIANA,1997-11-01,1393
MARTINAIR,1997-07-01,0
VARIG,1997-04-01,1636
CHALLENGE,1997-10-01,0
ALICOL,1997-10-01,12
AVIOCESAR,1997-02-01,385
TACA S.A.S,1997-12-01,102
FAST AIR LTDA,1998-12-01,0
LLOYD BOLIVIANO,1998-03-01,1247
MEXICANA,1998-11-01,3304
HELICARGO S.A.,1998-02-01,78
HELIPETROL,1998-11-01,555
VERTICAL DE AVIACION,1998-01-01,13223
AIR COLOMBIA,1998-10-01,0
STARBLUE AIRLINES,1999-07-01,305
HELISERVICE,1999-03-01,158
HELISERVICE,1999-12-01,149
VERTICAL DE AVIACION,1999-08-01,14073
SEARCA S.A.,1999-10-01,5320
APSA,2000-03-01,509
AEROLINEAS ARGENTINAS,2000-06-01,1997
AVIHECO,1998-08-01,65
SATENA,2022-07-01,91572
SARPA S.A.S,2022-06-01,2050
AEROENLACES NACIONALES S.A.,2022-05-01,21653
AEROREPUBLICA,2021-11-01,158900
SAE,2021-09-01,246
AVIANLINE CHARTE´S S.A.S.,2022-09-01,1265
TRANSPACIFICOS,2019-08-01,718
HORIZONTAL S A S,2019-08-01,926
TURKISH AIRLINES INC,2016-07-01,4611
KLM,2016-12-01,7556
ABX AIR INC,2019-10-01,0
INTERAMERICANO,1993-05-01,48
COPA,1992-10-01,4329
LACSA,1993-06-01,1506
ARO LTDA,1992-11-01,112
TAN,1993-12-01,33
HELICONDOR,1992-05-01,74
TAXCAR,1993-09-01,22
TAT,1993-07-01,65
TAT,1993-04-01,15
ARCA,1994-08-01,0
AEROLINEAS ARGENTINAS,1994-05-01,2733
LACSA,1994-10-01,1468
VIASA,1994-07-01,5690
HELIAV,1994-09-01,1
SICHER HELICOPTER SAS,1994-05-01,4
TAG AVIATION,1994-04-01,552
VARIG,1995-05-01,1933
AS,1995-09-01,25
SAS,1995-01-01,18
TAISA,1995-08-01,28
AIR COLOMBIA,1995-03-01,0
CONTINENTAL,1996-09-01,7063
SATENA,1996-07-01,24939
AVIANCA,1997-05-01,285541
BRITISH AIRWAYS,1997-05-01,2723
INTERAMERICANA,1997-01-01,74
PETROLEUM,1997-02-01,25
AEROCHARTER DE COLOMBIA,1997-09-01,81
SALLA,1997-11-01,25
SARPA S.A.S,1997-12-01,1599
ALIANSA,1997-04-01,0
ALPES S.A.S,1998-12-01,162
AVIEL,1998-02-01,74
VERTICAL DE AVIACION,1998-06-01,14150
TRANSORIENTE,1998-12-01,446
AEROMENEGUA,1999-04-01,576
AIR COLOMBIA,1999-04-01,0
CENTRAL CHARTER,2000-10-01,70
AEROLINEAS ARGENTINAS,2022-07-01,5664
COPA,2022-07-01,182635
LACSA,2022-07-01,7627
ULTRA AIR S.A.S.,2022-05-01,94080
SARPA S.A.S,2021-11-01,4188
AIR FRANCE,2022-10-01,15928
SAVIARE LTDA,2021-09-01,249
AMERICAN,2022-09-01,120924
SEARCA S.A.,2019-12-01,14276
AMERIJET INTERNATIONAL,2019-12-01,0
ABSA,2016-03-01,0
AIR COLOMBIA,2016-04-01,0
OCEANAIR,2016-04-01,470
AVIATECA,2016-08-01,433
SKY LEASE,2016-11-01,0
AERO TAXI GUAYMARAL,2019-10-01,160
AIR FRANCE,1992-02-01,2328
LINEAS AEREAS PETROLERAS S.A.,1992-01-01,339
ARROW,1993-06-01,0
ELDORADO,1993-10-01,0
INTER,1992-12-01,64124
AEROSUCRE,1993-05-01,0
AEROSUCRE,1993-08-01,0
LAC,1992-06-01,0
VARIG,1993-11-01,1951
AEROMEL LTDA,1993-07-01,106
ALCOM,1993-04-01,32
HELICONDOR,1993-12-01,38
RAA,1993-07-01,337
SAS,1993-01-01,20
SADA,1993-07-01,65
SAETA,1993-02-01,109
TAERCO,1993-08-01,373
INSTITUTO LINGUISTICO DE VERANO,1992-06-01,236
INTERAMERICANO,1994-05-01,9
INTER,1994-03-01,53565
SERVIVENSA,1994-09-01,4784
ATC,1994-04-01,0
SAVIARE LTDA,1994-07-01,265
INSTITUTO LINGUISTICO DE VERANO,1994-01-01,326
TRANSORIENTE,1994-05-01,281
AIR COLOMBIA,1994-05-01,0
BRITISH AIRWAYS,1995-11-01,2300
AEROPERU,1995-09-01,2894
TAMPA CARGO,1995-06-01,0
AVIEL,1995-03-01,84
JET,1995-02-01,230
PORTENA,1995-02-01,29
GLOBAL,1995-06-01,0
CENTRAL CHARTER,1996-08-01,205
SATENA,1996-03-01,13870
AEROPERU,1996-03-01,2824
AVIAPA,1996-07-01,1004
SAVIARE LTDA,1996-10-01,322
ALIANSA,1996-02-01,0
CUBANA,1997-05-01,1377
HELICOL,1997-06-01,9994
AEROSUCRE,1997-01-01,0
MEXICANA,1997-05-01,2070
STARBLUE AIRLINES,1997-08-01,132
ARO LTDA,1997-11-01,72
SAER,1997-01-01,106
AIR FRANCE,1998-10-01,6040
HELIJET,1998-05-01,22
SALLA,1998-10-01,37
AERO PAZ S.A.,1998-03-01,263
TECNIAEREAS,1998-10-01,255
"ATLAS AIRLINES (MUNCE,IN)",1999-11-01,0
HELICOL,1999-04-01,6636
SADELCA,1999-04-01,0
PORTENA,1999-06-01,273
VIARCO,1999-11-01,1006
AMERICAN,2021-11-01,118068
NORTHERN AIR CARGO,2021-11-01,0
AERO TAXI GUAYMARAL,2021-10-01,40
AEROGAL,2021-10-01,21829
ATLAS AIR,2021-10-01,0
MARTINAIR,2021-09-01,0
SAER,2019-07-01,96
AVIANLINE CHARTE´S S.A.S.,2019-07-01,866
LUFTHANSA,2019-07-01,15588
"AVIOR AIRLINES,C.A.",2016-03-01,7277
ADA,2016-04-01,23487
LAS,2016-06-01,0
UNITED AIR LINES INC,2016-07-01,24072
AVIANCA,2016-10-01,1545475
LINEAS AEREAS PETROLERAS S.A.,1993-04-01,96
ELDORADO,1992-05-01,0
AEROSUCRE,1993-11-01,0
SAEP,1992-08-01,0
ATC,1993-03-01,0
VARIG,1993-12-01,2465
ALICOL,1993-07-01,177
HELICONDOR,1993-05-01,52
SADA,1993-01-01,58
TAG AVIATION,1992-03-01,144
TAXCO,1992-05-01,9
TAXOR,1993-02-01,46
TAXOR,1993-07-01,42
AEROTACA,1994-11-01,10870
BRITISH AIRWAYS,1994-10-01,2767
SADELCA,1994-02-01,0
SERVIVENSA,1994-05-01,3614
ADES,1994-02-01,182
TACOL,1994-01-01,15
TECNIAEREAS,1994-05-01,171
REGION AIR,1994-12-01,194
APSA,1995-08-01,7443
AIR FRANCE,1995-06-01,2582
LINEAS AEREAS PETROLERAS S.A.,1995-09-01,399
MEXICANA,1995-05-01,1742
PACIFIC,1995-03-01,0
AVIHECO,1995-02-01,40
HELISERVICE,1995-03-01,140
TAXI AEREO CUSIANA LTDA,1995-09-01,32
AEROCORALES,1995-09-01,907
ACES,1996-02-01,137257
AIR ARUBA,1996-10-01,1978
PACIFIC,1996-04-01,0
SOUTHERN AIR INC.,1996-11-01,0
STARBLUE AIRLINES,1996-01-01,60
STARBLUE AIRLINES,1996-07-01,75
AVIAPA,1996-10-01,807
JET,1996-06-01,79
AERO PAZ S.A.,1996-05-01,208
APSA,1997-01-01,1015
SEARCA S.A.,1997-09-01,1981
TECNIAEREAS,1997-02-01,253
LATAM,1998-07-01,51591
AVIANCA,1998-03-01,308044
LUFTHANSA,1998-02-01,4889
HELICOL,1998-04-01,3768
AEROREPUBLICA,1998-09-01,60501
SOUTHERN AIR INC.,1998-04-01,0
AEROCHARTER DE COLOMBIA,1998-07-01,21
AIR PEREIRA,1998-12-01,446
RIO SUR,1998-05-01,172
SAER,1998-11-01,88
TAC,1998-04-01,32
AMERICAN,1999-08-01,41292
FEDERAL EXPRESS CORPORATION,1999-12-01,0
SAM,1999-06-01,82161
CHALLENGE,1999-10-01,0
SASA,1999-09-01,75
SAVIARE LTDA,1999-02-01,39
LATAM,2021-11-01,709421
ALIANSA,2022-10-01,494
COPA,2019-08-01,15610
HELICOL,2019-08-01,6023
SAE,2019-12-01,266
AER CARIBE,2019-12-01,0
UNITED PARCEL SERVICE,2019-05-01,0
ABSA,2016-06-01,0
AIR COLOMBIA,2016-12-01,0
ACES,1993-05-01,105819
COPA,1992-06-01,2816
ELDORADO,1992-04-01,0
FAST AIR LTDA,1992-09-01,0
INTERAMERICANA,1992-03-01,8
SATENA,1992-02-01,15333
SERVIVENSA,1992-07-01,3385
TAVINA,1992-12-01,22
CHALLENGE,1993-06-01,0
AVIEL,1992-04-01,51
AEROES,1992-07-01,42
TAERCO,1992-04-01,285
AEROVUELOS,1993-12-01,1726
TAMPA CARGO,1994-09-01,0
VERTICAL DE AVIACION,1994-04-01,5236
CORAL,1995-10-01,0
KLM,1995-03-01,603
LACSA,1995-03-01,1242
SAM,1995-10-01,103279
SELVA,1995-10-01,0
AEROANTIGUA,1995-07-01,10
SERCU,1995-03-01,14
TAG AVIATION,1995-10-01,534
AEROANTIGUA,1996-09-01,6
AETV,1996-02-01,6
AERVAL,1996-08-01,35
REGION AIR,1996-10-01,202
LAS,1997-05-01,0
SERVIVENSA,1997-07-01,15864
TAXA,1997-12-01,80
TARI,1997-10-01,197
AEROCOLOMBIA CARGO,1997-04-01,0
TAR,1998-01-01,506
ASERCA,1999-05-01,2204
VARIG,1999-06-01,2143
INTEREJECUTIVA,1999-09-01,156
SEARCA S.A.,1999-06-01,3010
GLOBAL,1995-04-01,0
HELICOL,2022-06-01,4349
LATAM,2022-05-01,765840
IBERIA,2022-05-01,34184
AIR FRANCE,2021-11-01,9888
KALITTA FLYING SERVICE,2016-02-01,0
AEROREPUBLICA,2016-03-01,179301
AEROLINEAS ARGENTINAS,2016-08-01,8061
DHL AERO EXPRESO,2016-12-01,0
SURINAAMSE LUCHTVAART MAATSCHAPPIJ N.V,2016-12-01,248
BRITISH AIRWAYS,1992-03-01,2095
COPA,1993-03-01,4790
LUFTHANSA,1992-04-01,3741
HELICOL,1993-07-01,17303
SADELCA,1993-11-01,0
SELVA,1992-02-01,0
SERVIVENSA,1993-02-01,4129
VARIG,1992-10-01,1990
AEROANTIGUA,1993-08-01,30
ALCOM,1993-07-01,48
HELICONDOR,1993-01-01,37
AEROES,1992-11-01,130
REGION AIR,1992-12-01,316
AMERICAN,1994-10-01,25760
AERO COSTA RICA,1994-05-01,684
LATAM,1994-09-01,37499
BRITISH AIRWAYS,1994-04-01,2271
VARIG,1994-03-01,2289
CALAMAR,1994-03-01,26
TAERCO,1994-11-01,632
ORION CARGO,1994-01-01,0
AS,1995-08-01,32
TAXOR,1995-04-01,8
ARROW,1996-05-01,0
PACIFIC,1996-08-01,0
SADI,1996-02-01,328
TARI,1996-01-01,402
AEROVUELOS,1996-11-01,1336
AIR ARUBA,1997-02-01,1072
CUBANA,1997-12-01,2311
AEROSUCRE,1998-09-01,0
PACIFIC,1998-08-01,0
TAMPA CARGO,1998-12-01,0
RIO SUR,1998-03-01,45
VIARCO,1998-07-01,424
ACES,1999-12-01,235963
SICHER HELICOPTER SAS,1999-12-01,82
TRANSORIENTE,1999-01-01,245
TAMPA CARGO,2022-06-01,0
JETSMART,2022-11-01,9118
HELICOL,2021-09-01,3794
AEREA S.A.,2022-09-01,1639
HELIGOLFO S.A.S,2022-09-01,1049
TRANSCARGA INTERNATIONAL AIRWAYS C.A.,2022-09-01,0
LATAM,2019-12-01,659739
AMERICAN,2019-12-01,74488
AVIANCA,2019-12-01,1466052
HORIZONTAL S A S,2019-07-01,1613
COPA,2016-03-01,16152
JETBLUE AIRWAYS,2016-03-01,36379
INSELAIR ARUBA,2016-04-01,455
INSELAIR ARUBA,2016-08-01,797
LATAM,2016-10-01,467801
ADA,2016-11-01,24198
AIR FRANCE,2019-10-01,15183
AMERICAN,1993-07-01,38727
APSA,1992-03-01,4063
LUFTHANSA,1993-08-01,4351
LAC,1992-05-01,0
SAHSA,1993-04-01,1211
TRANSCOLOMBIA,1992-09-01,109
ADES,1992-06-01,187
AEROMEL LTDA,1992-05-01,84
AS,1993-05-01,18
ICARO,1992-08-01,129
TAXCAR,1992-11-01,34
TARI,1992-09-01,194
TAT,1993-11-01,20
TAT,1993-08-01,0
AEROCAR,1992-01-01,0
KLM,1994-09-01,1000
ALIANSA,1994-06-01,0
COPA,1995-07-01,18788
MEXICANA,1995-06-01,2344
SATENA,1995-01-01,22882
SATENA,1995-07-01,24428
SOUTHERN AIR INC.,1995-07-01,0
ALICOL,1995-01-01,173
AS,1995-10-01,50
AVIAPA,1995-03-01,1210
TARI,1995-12-01,418
ARCA,1996-08-01,0
CORAL,1996-05-01,0
INTER,1996-11-01,40602
SAEP,1996-08-01,0
INTEREJECUTIVA,1996-01-01,67
HELIJET,1996-09-01,97
STARBLUE AIRLINES,1997-05-01,118
APSA,1998-03-01,1184
ARROW,1998-04-01,0
ADES,1998-03-01,1112
AEROCOL S.A.S,1998-06-01,271
TAERCO,1998-06-01,349
AEROCORALES,1998-06-01,805
TRANSORIENTE,1998-03-01,294
ALIANSA,1998-03-01,0
ALPES S.A.S,1999-03-01,188
HELIPETROL,1999-02-01,239
AEROCOLOMBIA CARGO,1999-07-01,0
ARROW,2000-09-01,0
AIR ARUBA,2000-07-01,4968
AEROSUCRE,2022-11-01,0
SAVIARE LTDA,2019-05-01,115
KLM,2016-02-01,6532
AER CARIBE,2016-04-01,0
JETBLUE AIRWAYS,2016-05-01,33525
ABSA,2019-10-01,0
CENTRAL CHARTER,1992-11-01,171
ARCA,1993-11-01,0
AEROTACA,1993-05-01,7852
INTERANDES,1992-03-01,699
LAS,1992-06-01,21
AEROREPUBLICA,1993-08-01,24283
ATC,1993-12-01,0
VIASA,1993-11-01,4002
AEROCHARTER DE COLOMBIA,1993-03-01,105
APEL EXPRESS,1992-02-01,25
HELICONDOR,1993-07-01,35
RAA,1992-01-01,1016
RAA,1993-04-01,567
TACA S.A.S,1993-01-01,24
TARI,1992-02-01,201
AIR COLOMBIA,1993-08-01,0
ARROW,1994-10-01,0
TAMPA CARGO,1994-10-01,0
HELIJET,1994-03-01,19
LOS LIBERTADORES,1994-02-01,30
SALLA,1994-03-01,19
ARROW,1995-12-01,0
LUFTHANSA,1995-03-01,3073
FAST AIR LTDA,1995-08-01,0
AEROSUCRE,1995-05-01,0
TRANSCOLOMBIA,1995-09-01,282
AEROMENEGUA,1995-01-01,510
HELISERVICE,1995-01-01,97
ACES,1996-04-01,137716
CENTRAL CHARTER,1996-09-01,297
AEROTACA,1996-03-01,10119
CORAL,1996-09-01,0
HELICOL,1996-05-01,25162
AEROPERU,1996-01-01,2614
AEROREPUBLICA,1996-09-01,84576
ATC,1996-01-01,0
AEROMEL LTDA,1996-08-01,62
VERTICAL DE AVIACION,1996-06-01,11919
HELITEC,1996-04-01,1091
LATAM,1997-11-01,53973
ALITALIA,1997-09-01,2015
ELDORADO,1997-02-01,0
SAEP,1997-07-01,0
LAS,1997-06-01,0
AEROPERU,1997-02-01,2310
SADELCA,1997-04-01,0
AEROMEL LTDA,1997-01-01,4
ALCOM,1997-02-01,179
LACSA,1998-04-01,6097
AEROREPUBLICA,1998-05-01,56909
ATC,1998-01-01,0
STARBLUE AIRLINES,1998-11-01,200
SAER,1998-05-01,89
TAERCO,1998-10-01,492
AEROSUCRE,1999-01-01,0
ADES,1999-06-01,451
ALPES S.A.S,1999-08-01,279
AVIOCESAR,2021-10-01,67
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2021-10-01,0
AEROSUCRE,2022-10-01,0
LACSA,2022-10-01,5638
ALIANSA,2022-09-01,429
VIVA AIR,2019-08-01,412068
"AVIOR AIRLINES,C.A.",2019-07-01,18848
SOLAR CARGO,2016-01-01,0
VIVA AIR,2016-03-01,291257
LATAM,1993-06-01,31873
ALITALIA,1993-07-01,1662
BRITISH AIRWAYS,1992-08-01,2656
BRITISH AIRWAYS,1993-09-01,2261
COPA,1992-09-01,3492
LAC,1993-12-01,0
LAC,1992-02-01,0
MEXICANA,1993-01-01,2456
SAM,1992-04-01,85542
SELVA,1993-05-01,0
SERVIVENSA,1993-03-01,4430
ATC,1993-10-01,0
AEROTAX,1992-01-01,17
AEROMEL LTDA,1992-03-01,127
HELIFLY,1993-06-01,66
CALAMAR,1992-12-01,184
HELICARGO S.A.,1993-09-01,9
TARI,1993-11-01,164
LA TATACOA,1993-09-01,12
LA TATACOA,1993-02-01,20
AEROVUELOS,1993-03-01,850
TRANSORIENTE,1993-09-01,660
TRANSORIENTE,1993-04-01,1310
AIR COLOMBIA,1993-01-01,0
CENTRAL CHARTER,1994-02-01,254
INTERANDES,1994-10-01,275
KLM,1994-08-01,1147
LAS,1994-12-01,0
AEROREPUBLICA,1994-07-01,54821
ALLAS S.A.S,1994-03-01,32
AERUBA,1994-02-01,27
TACA S.A.S,1994-01-01,86
AERO COSTA RICA,1995-07-01,780
AVIANCA,1995-01-01,341281
CUBANA,1995-08-01,1305
MILLON AIR INC.,1995-04-01,0
TAMPA CARGO,1995-04-01,0
ALPES S.A.S,1995-05-01,44
HELIJET,1995-02-01,33
VERTICAL DE AVIACION,1995-07-01,6418
RAA,1995-07-01,985
SADI,1995-09-01,330
TAG AVIATION,1995-12-01,1123
TAT,1995-04-01,47
AIR ARUBA,1996-02-01,1341
BRITISH AIRWAYS,1996-03-01,2831
IBERIA,1996-12-01,5021
SELVA,1996-04-01,0
TARI,1996-07-01,293
AEROVUELOS,1996-02-01,578
HELICOL,1997-11-01,9948
MEXICANA,1997-04-01,2139
PETROLEUM,1997-10-01,8
ALICOL,1997-07-01,17
TAXA,1997-10-01,45
HELIANDES,1997-04-01,0
HELICARGO S.A.,1997-08-01,83
TACA S.A.S,1997-04-01,158
LATAM,1998-12-01,48716
IBERIA,1998-08-01,8355
AVIACION DEL SUR,1998-07-01,19
AIR FRANCE,1999-06-01,4853
AIR ARUBA,1999-05-01,1271
AEROTACA,1999-11-01,3028
VARIG,1999-02-01,1572
HELISERVICE,1999-10-01,75
"DHL DE GUATELMALA , S.A.",2022-03-01,0
EASYFLY S.A,2021-11-01,151054
HELISAS S.A.S,2022-10-01,166
AEROENLACES NACIONALES S.A.,2022-09-01,16716
LUFTHANSA,2016-04-01,11011
AMERICAN,2016-06-01,51276
DHL AERO EXPRESO,2016-09-01,0
EASYFLY S.A,2016-11-01,89481
JETBLUE AIRWAYS,2016-11-01,25519
ARCA,1992-06-01,0
ASTRAL,1992-04-01,169
LUFTHANSA,1993-02-01,2783
ELDORADO,1993-04-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1992-05-01,0
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1992-06-01,0
RAA,1993-11-01,832
SADA,1992-01-01,128
SAETA,1993-01-01,128
TAXSUR,1992-09-01,155
AEROCORALES,1993-06-01,799
SATENA,1994-02-01,14131
SADELCA,1994-09-01,0
AEROTAXI DEL QUINDIO LTDA.,1994-01-01,43
INTEREJECUTIVA,1994-06-01,128
AIR PEREIRA,1994-02-01,14
SERCU,1994-07-01,8
INSTITUTO LINGUISTICO DE VERANO,1994-10-01,348
ARCA,1995-07-01,0
ALITALIA,1995-02-01,940
INTER,1995-10-01,34686
AEROSUCRE,1995-08-01,0
SAEP,1995-01-01,0
AEROPERU,1995-06-01,2442
AEROREPUBLICA,1995-07-01,102690
STARBLUE AIRLINES,1995-02-01,24
ARO LTDA,1995-01-01,147
TAXCAR,1995-05-01,23
AEROTACA,1996-04-01,9971
LADECO,1996-08-01,2340
SERVIVENSA,1996-05-01,6606
HELIANDES,1996-11-01,89
HELIPETROL,1996-02-01,38
HELISERVICE,1996-07-01,273
SADI,1996-06-01,483
SADI,1996-09-01,954
SAER,1996-01-01,48
AVIANCA,1997-11-01,321514
AEROSUCRE,1997-02-01,0
PETROLEUM,1997-12-01,38
SADELCA,1997-11-01,0
SERVIVENSA,1997-10-01,13836
AEROMEL LTDA,1997-05-01,82
AS,1997-11-01,50
HELITEC,1997-04-01,267
SADI,1997-04-01,588
AERO PAZ S.A.,1997-01-01,94
VIARCO,1997-01-01,71
SATENA,1998-09-01,28951
SADELCA,1998-03-01,0
ATC,1998-04-01,0
STARBLUE AIRLINES,1998-10-01,129
AVIEL,1998-03-01,138
HELIAV,1998-03-01,1
LATINA DE AVIACION,1998-05-01,537
TACA S.A.S,1998-10-01,282
AERO PAZ S.A.,1998-08-01,230
LACSA,1999-01-01,7622
SATENA,1999-04-01,22299
PETROLEUM,1999-07-01,2
HELIANDES,1999-07-01,4984
CENTRAL CHARTER,2000-08-01,94
UNIWORLD AIR CARGO,2021-11-01,0
AIR FRANCE,2022-11-01,14662
AEROREPUBLICA,2021-09-01,139121
TACA INTERNATIONAL,2019-08-01,239
TAERCO,2019-12-01,3
ABSA,2019-12-01,0
IBERIA,2019-07-01,36503
STARBLUE AIRLINES,2019-05-01,92
AIR PANAMA,2016-01-01,5146
TURKISH AIRLINES INC,2016-05-01,4280
CUBANA,2016-06-01,604
ACES,1993-04-01,105391
ARROW,1992-08-01,0
LADECO,1993-04-01,1895
SATENA,1992-08-01,21841
HELIVALLE,1993-08-01,262
ALICOL,1992-09-01,195
JET,1992-08-01,39
LOS LIBERTADORES,1993-10-01,368
SAS,1992-01-01,62
TAXCO,1992-07-01,22
TECNIAEREAS,1992-09-01,186
AEROCAR,1993-07-01,0
LUFTHANSA,1994-03-01,3427
STARBLUE AIRLINES,1994-09-01,7
SADA,1994-06-01,187
TECNIAEREAS,1994-06-01,117
ALITALIA,1995-06-01,1005
LUFTHANSA,1995-02-01,3005
HELICARGO S.A.,1995-02-01,35
HELICARGO S.A.,1995-03-01,31
MILLON AIR INC.,1996-01-01,0
MILLON AIR INC.,1996-10-01,0
SOUTHERN AIR INC.,1996-10-01,0
ATC,1996-09-01,0
ADES,1996-04-01,45
VERTICAL DE AVIACION,1996-04-01,12580
LATINA DE AVIACION,1996-03-01,172
ALIANSA,1996-03-01,0
ARROW,1997-04-01,0
AEROTACA,1997-03-01,10506
COPA,1997-01-01,22605
AEROSUCRE,1997-08-01,0
PACIFIC,1997-04-01,0
AEROPERU,1997-11-01,2262
SELVA,1997-06-01,0
SOUTHERN AIR INC.,1997-01-01,0
TAMPA CARGO,1997-09-01,0
INTEREJECUTIVA,1997-04-01,183
ALICOL,1997-05-01,5
RIO SUR,1997-04-01,17
SARPA S.A.S,1997-11-01,533
SAVIARE LTDA,1997-01-01,180
AVIANCA,1998-11-01,272002
AEROPERU,1998-12-01,2914
ALIANSA,1998-10-01,0
COPA,1999-09-01,17175
MARTINAIR,1999-06-01,0
SAM,1999-10-01,64982
HELIFLY,1999-12-01,13
HELICONDOR,1999-02-01,31
HELISERVICE,1999-05-01,126
SAER,1999-03-01,300
ORION CARGO,1999-12-01,0
LATAM,2000-05-01,50152
UNITED AIR LINES INC,2022-07-01,20987
GOOD FLY CO SAS,2022-03-01,92
AIR EUROPA,2022-03-01,18324
ALIANSA,2021-11-01,697
EASYFLY S.A,2022-10-01,165165
EZ AIR,2022-10-01,566
UNITED AIR LINES INC,2019-07-01,29733
SEARCA S.A.,2019-05-01,8531
VENSECAR C.A.,2016-05-01,0
AIR COLOMBIA,2016-07-01,0
ABSA,2016-08-01,0
MAS AIR,2019-09-01,0
ACES,1993-11-01,128421
INTER,1993-06-01,74097
LADECO,1992-12-01,2343
SADELCA,1993-12-01,0
SAETA,1993-06-01,1577
SERVIALAS,1992-04-01,28
TACOL,1993-11-01,11
AEROVUELOS,1993-05-01,969
APSA,1994-08-01,6115
ALITALIA,1994-07-01,1230
CONTINENTAL,1994-06-01,2963
AEROSUCRE,1994-10-01,0
AVIEL,1994-06-01,83
CALAMAR,1994-04-01,39
LA TATACOA,1994-02-01,12
ACES,1995-05-01,135805
CORAL,1995-08-01,0
INTER,1995-02-01,45737
INTER,1995-03-01,42556
AIR COLOMBIA,1995-02-01,0
ALIANSA,1995-08-01,0
ALIANSA,1995-09-01,0
CENTRAL CHARTER,1996-02-01,244
SARPA S.A.S,1996-09-01,171
TAR,1996-06-01,10
AIR ARUBA,1997-12-01,1253
CORAL,1997-11-01,0
ECUATORIANA,1997-08-01,1482
INTER,1997-10-01,37689
SALLA,1997-07-01,41
AEROTACA,1998-11-01,6954
PACIFIC,1998-04-01,0
ALPES S.A.S,1998-11-01,149
HELICARGO S.A.,1998-04-01,26
HELISERVICE,1998-10-01,199
HELITEC,1998-10-01,17
AMERICAN,1999-02-01,23804
HELICOL,1999-01-01,5742
SAETA,1999-04-01,2121
RIO SUR,1999-02-01,82
SPIRIT AIRLINES,2021-10-01,73939
AIR FRANCE,2019-08-01,15320
DELTA,2019-08-01,12865
ATLAS AIR,2019-07-01,0
FEDERAL EXPRESS CORPORATION,2016-07-01,0
LÍNEA AÉREA CARGUERA DE COLOMBIA S.A.,2016-08-01,0
TRANSPACIFICOS,2019-10-01,152
VIVA AIR,2019-10-01,358561
ASTRAL,1992-12-01,60
INTERANDES,1993-02-01,525
VIASA,1992-08-01,6291
VARIG,1992-07-01,1873
VARIG,1993-09-01,1910
AEROCHARTER DE COLOMBIA,1993-10-01,84
AEROCOL S.A.S,1992-07-01,163
AEROMEL LTDA,1993-08-01,80
ALICOL,1993-04-01,198
ALICOL,1993-05-01,167
RIO SUR,1993-04-01,14
TARI,1992-10-01,241
VIANA S.A.S,1992-10-01,1661
AERO COSTA RICA,1994-12-01,1053
ACES,1994-06-01,122985
AIR ARUBA,1994-04-01,213
AVIANCA,1994-02-01,276220
COPA,1994-06-01,12113
MEXICANA,1994-10-01,1753
TACOL,1994-11-01,3
AIR ARUBA,1995-09-01,1323
COPA,1995-02-01,12815
LAC,1995-04-01,0
SAETA,1995-11-01,5927
LATINA DE AVIACION,1995-03-01,157
TAR,1995-06-01,9
LUFTHANSA,1996-09-01,3138
SADELCA,1996-05-01,0
HELIVALLE,1996-06-01,10
VERTICAL DE AVIACION,1996-11-01,25943
SICHER HELICOPTER SAS,1996-04-01,49
AEROCORALES,1996-04-01,759
AEROLINEAS ARGENTINAS,1997-10-01,1637
INTER,1997-07-01,73924
AERVAL,1997-05-01,135
SAVIARE LTDA,1997-04-01,181
SEARCA S.A.,1997-05-01,1781
COPA,1998-09-01,16649
FLORIDA WEST INTERNATIONAL AIRWAYS INC.,1998-10-01,0
AEROPERU,1998-07-01,1673
TAXA,1998-09-01,177
TRANSORIENTE,1998-11-01,375
ATC,1999-12-01,0
TAG AVIATION,1999-12-01,83
AVIANCA,2000-07-01,333922
EASYFLY S.A,2022-11-01,161260
SKY LEASE,2022-09-01,0
DHL AERO EXPRESO,2019-07-01,0
LACSA,2019-05-01,16444
TAP PORTUGAL SUCURSAL COLOMBIA,2016-02-01,1736
KELOWNA FLIGHTCRFT AIR CHARTER LTD.,2016-06-01,0
VIVA AIR,2016-08-01,305781
ALIANSA,2016-11-01,2076
LADECO,2019-10-01,0
INTERAMERICANA,1993-05-01,16
SAM,1992-10-01,88971
SELVA,1993-01-01,0
SERVIVENSA,1992-04-01,2721
ATC,1993-06-01,0
AEROMEL LTDA,1993-11-01,94
TACOL,1993-05-01,49
TARI,1992-04-01,278
AEROVUELOS,1993-07-01,1163
